"Sentence","Sentiment"
"O lucro operacional foi de 1,6 milhão de euros em 2005, em comparação com 5,9 MN de euros em 2004.","negative"
"$ACOM http://stks.co/1G6x O rompimento negativo parece ocorrer em breve.","negative"
"Vela envolvente de baixa de $BWLD","negative"
"As receitas de comissões diminuíram para 3,8 milhões de euros , em comparação com 4,6 milhões de euros no terceiro trimestre de 2007 .","negative"
"$renn cauda de cobertura 5 min. gráfico em 7,31 abaixo daqui.","negative"
"O lucro líquido da empresa de mídia finlandesa Talentum Oyj caiu para 2,5 milhões de euros (US$ 4,0 milhões) no primeiro trimestre de 2008, de 3,0 milhões de euros (US$ 4,7 milhões) no mesmo período de 2007.","negative"
"Patente da AstraZeneca para medicamento para asma invalidada por tribunal dos EUA","negative"
"$ACOM http://stks.co/1G6x O rompimento negativo parece ocorrer em breve.","negative"
"No comércio de melhoria de edifícios e residências, as vendas diminuíram 22,5 % para EUR 201,4 MN.","negative"
"No primeiro semestre de 2008 , o lucro operacional do Banco caiu para 11,8 milhões de euros , contra 18,9 milhões de euros , enquanto a margem financeira aumentou para 20,9 milhões de euros , contra 18,8 milhões de euros no primeiro semestre de 2007 .","negative"
"A meta da Stora Enso foi reduzida de 5,55 euros para 4,85 euros, e a meta da Holmen foi reduzida de 150 coroas suecas para 135 coroas suecas.","negative"
"A fábrica de componentes electrónicos da Estónia, Elcoteq, está a ficar sem material devido ao encerramento do tráfego aéreo.","negative"
"O fluxo de caixa operacional após investimentos totalizou 61,3 milhões de euros em comparação com 75,3 milhões de euros no período correspondente em 2007 .","negative"
"O índice OMX Helsinki caiu 0,34%, para 8.256,02, com um faturamento de 813,191 milhões de euros.","negative"
"Aumento de vendas para o novo chefe da Morrisons, David Potts, enquanto a recuperação da Tesco estagna","negative"
"A estimativa anterior da empresa era de uma receita inferior aos 93,9 milhões de euros do ano anterior.","negative"
"As vendas líquidas caíram 5% em relação ao período contábil anterior.","negative"
"A empresa de navegação finlandesa Finnlines, do Grupo Grimaldi, reporta que as suas vendas líquidas diminuíram para 241,8 milhões de euros em Janeiro-Junho de 2009, contra 384,0 milhões de euros no período correspondente em 2008.","negative"
"Starbucks rebaixou no mesmo dia em que o novo programa de recompensas rebaixadas inicia $ sbux","negative"
"Royal Mail, Johnson Matthey liderar FTSE Lower","negative"
"Como resultado, 12 pessoas serão redundantes e um total de 67 pessoas são demitidas temporariamente.","negative"
"Na Finlândia, o Sampo Bank, agora parte do grupo Danske Bank, irá despedir pessoal das funções administrativas e de apoio.","negative"
"O Natal pode salvar a Sainsbury's plc e a Tesco plc?","negative"
"As vendas na Finlândia diminuíram 2,0 % e as vendas internacionais diminuíram 9,3 % em termos de euros e 15,1 % em termos de moedas locais.","negative"
"A carteira de encomendas do Grupo diminuiu de 42,9 milhões de euros em 9-2007 para 33,3 milhões de euros em 2-2008.","negative"
"Tesla emite seu primeiro recall do Modelo X https://t.co/t1kMqVwhQQ $TSLA","negative"
"Rio Tinto oscila para prejuízo e abandona política de dividendos","negative"
"O Border Guard Service proibiu a amarração da balsa de que fazia carros em suas viagens de teste no terminal de carros ferroviários do porto russo, pois o ponto de verificação da fronteira ainda não está pronto.","negative"
"As vendas de sete meses da Ragutis, controlada pela cervejaria finlandesa Olvi, diminuíram 11,2 por cento, para 15,41 milhões de litros, e a empresa detinha 9,89 por cento do mercado.","negative"
"O rácio de despesas foi de 102,6 % em comparação com 92,9 % no período correspondente de 2005 .","negative"
"Proposta de $SIGA para reargumento negada pelo juiz","negative"
"A rentabilidade do capital empregue ( ROCE ) foi negativa em 2,3 % em comparação com 11,3 % em 2007 .","negative"
"O grupo de investimento finlandês Norvestia Oyj afirmou que o seu lucro líquido caiu para 23,5 milhões de euros (30,6 milhões de dólares) em 2006, contra 33,5 milhões de euros (43,6 milhões de dólares) em 2005.","negative"
"Em Outubro , a UPM reportou um prejuízo líquido no terceiro trimestre de 86 milhões de euros ( $ 110 milhões ) em comparação com um lucro líquido de 120 milhões de euros em 2007 .","negative"
"Segundo as autoridades suecas, foram encontrados vestígios do muito tóxico tetróxido de ósmio na costa de Perñmeri, a parte mais setentrional do Golfo de Bótnia.","negative"
"Como resultado, 12 pessoas serão redundantes e um total de 67 pessoas são demitidas temporariamente.","negative"
"Gerou um prejuízo operacional de 96,3 milhões de euros, abaixo de um lucro de 43,9 milhões de euros.","negative"
"@1nvestor: $ soda tem um float de 42,71%.Lol http://stks.co/e0dfp","negative"
"A exportação caiu 6%, para 16,4 milhões de litros.","negative"
"Neste caso, o efeito seria negativo na Finlândia.","negative"
"A Aspocomp possui uma grande fábrica na China e um projeto de construção de fábrica na Índia que foi interrompido devido a problemas de financiamento.","negative"
"O prejuízo operacional ascendeu a 0,8 milhões de euros, em comparação com um lucro de 3,9 milhões de euros um ano antes.","negative"
"FTSE 100 cai enquanto desvalorização da China atinge Burberry e ações de mineração","negative"
"O prejuízo operacional da publicação na Suécia foi de 1,1 milhões de euros no primeiro trimestre de 2009, em comparação com um lucro de 0,6 milhões de euros há um ano.","negative"
"NaturalGas atinge o mínimo de 3 anos $DBO $BNO http://stks.co/d27qX","negative"
"As ações da Nokia atingiram 13,21 euros na sexta-feira, queda de 50 % desde o início do ano em parte por causa da lenta introdução de modelos de tela de toque.","negative"
"Lloyds cortará 945 empregos como parte de estratégia de reestruturação de três anos","negative"
"A Finnair disse que o cancelamento de voos causaria perdas diárias de X20AC 2,5 milhões de US $ 3 milhões.","negative"
"Braço atingido pelas perspectivas de vendas de aparelhos","negative"
"``Essas incertezas obscurecem as perspectivas de longo prazo. ''","negative"
"A Comissão Europeia disse anteriormente que multou a ThyssenKrupp, a Otis da United Technologies Corp, a Schindler AG e a Kone Oyj num total de 992,3 milhões de euros por alegada actividade de cartel no mercado de elevadores que remonta a doze anos.","negative"
"Diageo recebe relatórios da United Spirits sobre irregularidades financeiras envolvendo...","negative"
"Um total de 16,5 MN de viagens de navios de passageiros ocorreram no Mar do Norte do Báltico em 2007, ligeiramente abaixo de 16,5 MN em 2006.","negative"
"As vendas líquidas da Finnish Sanoma Learning & Literature, do grupo de mídia finlandês Sanoma, diminuíram 3,6% em janeiro-junho de 2009, totalizando 162,8 milhões de euros, abaixo dos 168,8 milhões de euros no período correspondente em 2008.","negative"
"As vendas líquidas caíram 6% em relação ao ano anterior, para 11,9 milhões de euros.","negative"
"A situação de concorrência acirrada no mercado de automação de produção afetou as vendas líquidas durante 2006, disse a Cencorp.","negative"
"Uma pesquisa realizada pela Taloustutkimus para a Sampo Life mostra que as empresas estão mal preparadas para perder funcionários importantes.","negative"
"A Finnair disse que o cancelamento de voos causaria perdas diárias de X20AC 2,5 milhões de US $ 3 milhões.","negative"
"O vice-presidente do conselho da EMSA, Juri Lember, disse ao BNS na quarta-feira que esta foi a primeira vez que ouviu falar da greve, já que o lado sueco ainda não havia informado o sindicato estoniano.","negative"
"Quando esta informação foi divulgada em 5 de Setembro de 2008, as acções American Depositary da Nokia caíram 8%.","negative"
"23 de abril de 2010 - A empresa finlandesa de construção e engenharia OUTOTEC OYJ HEL: OTE1V disse hoje que caiu para uma perda líquida de 7,3 m de euros no primeiro trimestre de 2010 a partir de um lucro líquido de 12,5 m no período correspondente do ano passado.","negative"
"A situação do papel revestido para impressão de revistas continuará fraca.","negative"
"A Finnair disse que o cancelamento de voos causaria perdas diárias de X20AC 2,5 milhões de US $ 3 milhões.","negative"
"O acordo de BG de US $ 70 bilhões da Shell atende ao ceticismo dos acionistas","negative"
"$CNDO 21% short float, shorts com probabilidade de realizar lucros no fechamento","negative"
"O resultado operacional para o período de 12 meses diminuiu com o lucro de EUR0 0,4 m, enquanto a rotatividade diminuiu de 5,6 m, em comparação com 2004.","negative"
"O grupo finlandês da indústria florestal Stora Enso Oyj emitiu na quinta - feira ( 20 de Março ) um alerta de lucros para o primeiro trimestre de 2008 .","negative"
"Além disso , a produção na fábrica de Varpaisj+â rvi será interrompida no início de Abril de 2009 .","negative"
"Como resultado, 12 pessoas serão redundantes e um total de 67 pessoas são demitidas temporariamente.","negative"
"Na Finlândia, o Sampo Bank, agora parte do grupo Danske Bank, irá despedir pessoal das funções administrativas e de apoio.","negative"
"A SRV reduziu a sua estimativa de vendas líquidas para todo o ano de 2008 devido às incertezas nas vendas de habitação.","negative"
"Os bancos nÃ³rdicos jÃ¡ tiveram de anular emprÃ©stimos considerÃ¡veis âeurosâeurosna LetÃ³nia, tendo o Swedbank, Nordea, DnB NOR e SEB reportado perdas combinadas superiores a 1,35 mil milhÃµes de dÃ³lares no perÃ­odo de 2007 a 2010, num contexto de quase colapso econÃ³mico na LetÃ³nia.","negative"
"@saltwaternurse $ ino pode testar 10 novamente nos próximos dias.Hora de obter alguns lucros aqui.ou se hedge com puts.","negative"
"$ AAPL Momento do preço enfraquecendo o encerramento.","negative"
"A exportação caiu 6%, para 16,4 milhões de litros.","negative"
"Nos países bálticos, as vendas caíram 40,2%, e na Rússia, 23,2% em euros e 10,7% em moeda local.","negative"
"FTSE 100 cai enquanto desvalorização da China atinge Burberry e ações de mineração","negative"
"O rácio de despesas foi de 102,6 % em comparação com 92,9 % no período correspondente de 2005 .","negative"
"LONDRES MarketWatch -- Os preços das ações terminaram em baixa em Londres na segunda - feira , já que a recuperação das ações dos bancos não conseguiu compensar a fraqueza mais ampla do FTSE 100 .","negative"
"Os ganhos diluídos por ação (EPS) caíram para 0,63 de euros de 1,71 euros.","negative"
"A finlandesa Suominen Embalagem Flexível está cortando 48 empregos em sua unidade em Tampere e dois em Nastola, na Finlândia.","negative"
"De acordo com o director-geral da cadeia finlandesa de estações de serviço St1, Kim Wiio, a empresa foi forçada a fazer compras com preços crescentes no primeiro semestre de 2008, e agora os preços no consumidor estão a descer quase diariamente devido à concorrência.","negative"
"@Scottrade Por que o $ TSLA não está disponível para o curto -dia neste momento?O mesmo por $ W?","negative"
"Na Finlândia, a cidade de Forsa disse que não pagará uma compensação às empresas da indústria de alimentos HK Ruokatalo e ATRIA pelo vazamento de lixívia na água da torneira que ocorreu em março de 2008.","negative"
"O lucro operacional, excluindo itens não recorrentes, totalizou 0,2 milhão de euros, abaixo dos 0,8 milhões de euros no período correspondente em 2006.","negative"
"- As vendas líquidas do período deverão ficar bem abaixo do ano passado e o resultado após itens não recorrentes deverá ficar no vermelho.","negative"
"Segundo a empresa , para além da flutuação sazonal normal , a situação do mercado enfraqueceu durante o Outono de 2008 .","negative"
"20 de outubro de 2010 - A empresa finlandesa de gestão ambiental Lassila & Tikanoja Oyj HEL: LAT1V, ou L&T, disse na segunda-feira que espera que seu lucro operacional, excluindo itens não recorrentes, para todo o ano de 2010 seja ligeiramente inferior ao de 2009.","negative"
"@Joerazorback Desta vez, acho que o $ AAPL perderá novamente.De um modo geral, o mercado está próximo quando todo mundo pensa que o mercado sobe apenas","negative"
"HELSINQUE Thomson Financial - As ações fecharam com pouca alteração, com Cargotec e Huhtamaki caindo acentuadamente após relatórios decepcionantes do segundo trimestre.","negative"
"O pagamento de 2,779 milhões de litas em juros sobre um empréstimo de longo prazo concedido pelo accionista maioritário da Ragutis, A. Le Coq da Estónia, também contribuiu para as perdas.","negative"
"$ Zsl parecendo muito fraco, pode ser uma boa configuração curta.","negative"
"$GPRO caiu 25% desde a manhã de terça-feira.","negative"
"Os funcionários demitidos agora levarão o assunto ao tribunal, a menos que o assunto possa ser resolvido externamente.","negative"
"O FasteNal perde por US $ 0,01, erra na receita $ fast #nyse https://t.co/63jhq7pwmn","negative"
"Os pequenos investidores manifestaram receios de que as acções acabem nas mãos de investidores de risco.","negative"
"O BHP Billiton arrasta o FTSE mais baixo após cortar o dividendo","negative"
"A empresa dinamarquesa Flsmidth reconheceu que violou uma patente mantida pela Finland Metso.","negative"
"O índice OMX Helsinki foi 0,33 PCT menor em 9.364,80, enquanto o índice de portfólio do OMX Helsinki Cap caiu 0,34 PCT em 5.029,25.","negative"
"O lucro líquido da empresa finlandesa de produtos de metal Componenta Oyj caiu ligeiramente para 25,1 milhões de euros (US$ 40,2 milhões) no primeiro semestre de 2008, ante 25,4 milhões de euros (US$ 40,7 milhões) no mesmo período de 2007.","negative"
"O hack foi ainda mais nefasto porque os tweets foram ativados sem serem clicados âeuros foi o suficiente para os internautas moverem o cursor do mouse sobre eles.","negative"
"O prejuízo operacional antes de itens não recorrentes foi de EUR 0,9 milhões, em comparação com um lucro de EUR 11,5 milhões em 2008.","negative"
"Ãeuross 14h11 CET, a ArcelorMittal havia perdido 7,26%, para 17,38 euros, na Euronext Paris, liderando as quedas blue-chip.","negative"
"No Hobby Hall da Finlândia, as vendas diminuíram 10% e as vendas internacionais caíram 19%.","negative"
"$SLV POS, já digo isso há 2 anos. Indo mais baixo. Esqueça isso ou opere vendido.","negative"
"A SRV reduziu a sua estimativa de vendas líquidas para todo o ano de 2008 devido às incertezas nas vendas de habitação.","negative"
"A Biohit disse que reduzirá o número de funcionários alugados em 10 e demitirá 10 de seus próprios funcionários.","negative"
"$GPRO caiu 25% desde a manhã de terça-feira.","negative"
"Curto em $ ATVI de 24,55.","negative"
"$ Sina, embora o ""relatório"" seja falso e tenha sido comprovado que o dano está causado.Ninguém quer tocá -lo agora","negative"
"A Nokia Siemens Networks tem lutado para obter lucro nos últimos dois anos.","negative"
"25 de março de 2011 - A fabricante finlandesa de eletrônicos Scanfil Oyj HEL: A SCF1V disse hoje que seu plano de fundir a Scanfil EMS Group, de propriedade integral, com a Ojala-Yhtyma Oy encontrou um obstáculo, já que os acionistas da rival doméstica rejeitaram o acordo.","negative"
"A Scanfil, fornecedora de sistemas e fabricante contratada para o setor de comunicações, notificará 20 funcionários de produção e demitirá temporariamente 15 funcionários na fábrica da empresa em Sievi, na Finlândia.","negative"
"Aumento de vendas para o novo chefe da Morrisons, David Potts, enquanto a recuperação da Tesco estagna","negative"
"A empresa de construção finlandesa YIT está a reduzir o número de start-ups de unidades residenciais financiadas pelo mercado em 2007 para cerca de 2.300, dos 2.700 anunciados anteriormente.","negative"
"Como resultado, cerca de 20 pessoas deixarão de ser necessárias.","negative"
"Em 2009, a Comptel caiu para um prejuízo líquido de 2,1 milhões de euros, face a um lucro de 6,6 milhões de euros no ano anterior.","negative"
"As perdas operacionais aumentaram para 17 milhões de euros , face a uma perda de 10,8 milhões de euros em 2005 .","negative"
"A empresa de navegação finlandesa Finnlines, do Grupo Grimaldi, reporta que as suas vendas líquidas diminuíram para 241,8 milhões de euros em Janeiro-Junho de 2009, contra 384,0 milhões de euros no período correspondente em 2008.","negative"
"Chartered Shifts Shifts Strategy Strategy após perdas","negative"
"As vendas da Diageo decepcionam, pois a moeda e os comparativos deixam um gosto amargo","negative"
"``A implementação desses programas teve, e terá, impactos negativos nos lucros de 2006 e 2007'', disse o Sr. Meiklejohn.","negative"
"As vendas no negócio Tiimari caíram 8% para 11,8 milhões de euros, enquanto as lojas Gallerix registaram um crescimento de 29% para 2 milhões de euros.","negative"
"O Seawind que estava a caminho do porto finlandês de Turku para Estocolmo ficou preso no gelo por volta das 16h.na quarta -feira e a jornada da estrela do Regal do porto sueco de Kapellskar a Paldiski, no noroeste da Estônia, foi interrompido às 2 da manhã de quinta -feira.","negative"
"$SLV POS, já digo isso há 2 anos. Indo mais baixo. Esqueça isso ou opere vendido.","negative"
"O FasteNal perde por US $ 0,01, erra na receita $ fast #nyse https://t.co/63jhq7pwmn","negative"
"A Biohit disse que reduzirá o número de funcionários alugados em 10 e demitirá 10 de seus próprios funcionários.","negative"
"A margem operacional caiu de 5,7% para 2,4%.","negative"
"O banco finlandês de +àland +àlandsbanken emitiu um alerta de lucro.","negative"
"O acordo de BG de US $ 70 bilhões da Shell atende ao ceticismo dos acionistas","negative"
"O envolvimento dos usuários do #Facebook está caindo? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt","negative"
"Glencore corta o orçamento de 2015, planeja desinvestir de Lonmin","negative"
"O prejuízo do período totalizou EUR 15,6 milhões, em comparação com um lucro de EUR 6,3 milhões em 2008.","negative"
"Tullow Oil suspende dividendos em meio à queda do preço do petróleo","negative"
"RT @stockdemons pensam que o curto aqui pode ser jogado, $ spy - reversão beta alta ... parece que vale a pena um tiro","negative"
"Como resultado, a empresa transmitirá temporariamente 25 % de todo o pessoal, aproximadamente 270 pessoas nas fábricas de Kirkkonummi e Nivala.","negative"
"L&G ainda pagando preço pelo corte de dividendos durante a crise, diz o chefe","negative"
"As ações da Nokia atingiram 13,21 euros na sexta-feira, queda de 50 % desde o início do ano em parte por causa da lenta introdução de modelos de tela de toque.","negative"
"A coleta de vendas da Tesco não é suficiente","negative"
"Acabei de encontrar este gráfico incrível - $OFIX - santo guacamole. SUPER sobrecomprado. http://stks.co/e0PX1","negative"
"$SPY Amanhã é hora da festa dos Bears!! $GOOG e $MSFT -5,5%","negative"
"A Cerberus Capital Management LP Printing Paper Maker Newpage Corp. publicou resultados mistos no segundo trimestre, lançando uma nuvem sobre sua oferta pública inicial planejada.","negative"
"O lucro por ação (EPS) caiu para 0,21 de EUR de 0,31.","negative"
"$AAPL na resistência aqui... vendi minhas ações... recomprarei se cair ou se entrar na zona de gap de 128","negative"
"A Coca-Cola foi a líder de mercado de fabricantes com uma participação de mercado de 36,9 %, queda de 2,2 % em relação ao período correspondente em 2004-2005.","negative"
"No entanto, sua participação de mercado diminuiu para 47,59 %, ante 48 % no ano anterior.","negative"
"As Finnlines estimadas em sua reunião geral anual que 2008 serão financeiramente um ano difícil devido a grandes investimentos.","negative"
"$NFLX posição pequena, opções de venda curtas de 180 semanas.","negative"
"Tesla emite seu primeiro recall do Modelo X https://t.co/t1kMqVwhQQ $TSLA","negative"
"Tesco criticada por anÃºncio âeurosvergonhosoâeuros que mostra trabalhadora domÃ©stica sendo esbofeteada","negative"
"Quando esta informação foi divulgada em 5 de Setembro de 2008, as acções American Depositary da Nokia caíram 8%.","negative"
"A Scanfil, fornecedora de sistemas e fabricante terceirizada para o setor de comunicações, iniciará negociações de pessoal em Oulu, na Finlândia, para demitir funcionários temporariamente.","negative"
"A Qualcomm estimou um lucro no primeiro trimestre entre 46 e 50 centavos por ação, excluindo certos itens, abaixo da estimativa dos analistas de 61 centavos por ação.","negative"
"$ Rxii tang é realmente tóxico, eles continuam reduzindo o preço das ações.Pelo menos eles poderiam deixá -lo subir um pouco antes de arrastá -lo para baixo.","negative"
"O lucro operacional caiu para EUR 38,1 milhões, de EUR 55,3 milhões em 2007.","negative"
"Glencore corta o orçamento de 2015, planeja desinvestir de Lonmin","negative"
"Comentários do Diretor Gerente: `` As vendas líquidas para o primeiro trimestre foram notavelmente inferiores a um ano antes, especialmente na Finlândia, na Rússia e nos países do Báltico.","negative"
"Os instrumentos atuais de grau de referência são desafiadores para operar devido ao seu alto preço e complexidade para uso de rotina.","negative"
"As vendas líquidas da Finnish Sanoma Learning & Literature, do grupo de mídia finlandês Sanoma, diminuíram 3,6% em janeiro-junho de 2009, totalizando 162,8 milhões de euros, abaixo dos 168,8 milhões de euros no período correspondente em 2008.","negative"
"A empresa de navegação finlandesa Finnlines, do Grupo Grimaldi, reporta que as suas vendas líquidas diminuíram para 241,8 milhões de euros em Janeiro-Junho de 2009, contra 384,0 milhões de euros no período correspondente em 2008.","negative"
"A coleta de vendas da Tesco não é suficiente","negative"
"Tesla recordar 2.700 SUVs modelo X sobre a emissão de assentos https://t.co/odpran59xq $ tsla https://t.co/xvn4bliwpy https://t.co/thfvwtnrps","negative"
"Como resultado, cerca de 20 pessoas deixarão de ser necessárias.","negative"
"As vendas líquidas para o exercício financeiro de 2006 deverão ascender a cerca de 20 milhões de euros e o resultado operacional EBIT deverá ser uma perda, conforme anunciado anteriormente.","negative"
"As vendas líquidas caíram 33% em relação ao terceiro trimestre de 2008, para 130,5 milhões de euros.","negative"
"As vendas da divisão de lojas de departamento caíram 8,6 %, para 140,2 mn de euros.","negative"
"No comércio de construção e melhorias residenciais, as vendas líquidas totalizaram 1.173 milhões de euros, abaixo dos 1.566 milhões de euros do ano anterior.","negative"
"O lucro antes de impostos totalizou 9,0 milhões de euros , abaixo dos 36,3 milhões de euros em 2007 .","negative"
"O fornecedor finlandês de soluções de TI afetação oyj hel: AFE1V disse hoje que está caindo para um prejuízo líquido de 115.000 euros no segundo trimestre de 2010, com um lucro de 845.000 euros no período correspondente do ano anterior.","negative"
"O lucro antes de impostos diminuiu para 33,8 milhões de euros, face aos 40,8 milhões de euros no quarto trimestre de 2005.","negative"
"$FB e $TSLA caindo mais cedo. $short #correção #ações","negative"
"Alertas técnicos $ IFF: Sinal de venda estocástico, suporte 200 DMA e suporte 50 DMA http://stks.co/p12QY","negative"
"$ Hpq diz que o rompimento custará bilhões, mas vê economias também http://stks.co/p27hz","negative"
"$SPY Amanhã é hora da festa dos Bears!! $GOOG e $MSFT -5,5%","negative"
"O prejuízo operacional totalizou 4,0 milhões de euros , em comparação com um lucro de 8,6 milhões de euros no segundo trimestre de 2008 .","negative"
"$NFLX Eu digo que é hora de vender neste momento.","negative"
"O executivo -chefe da STORA, Jouko Karvinen, descreveu os aumentos tarifários russos como uma ameaça ao futuro da indústria de produtos florestais na Finlândia.","negative"
"O fornecedor de sistemas de encanamento e sistemas de aquecimento finlandês das vendas líquidas de operações contínuas diminuíram 9,4 % em 2008 para 949,2 mn de euros, de 1.047,4 euros em 2007 em 2007.","negative"
"- As vendas líquidas do período deverão ficar bem abaixo do ano passado e o resultado após itens não recorrentes deverá ficar no vermelho.","negative"
"Aumento de vendas para o novo chefe da Morrisons, David Potts, enquanto a recuperação da Tesco estagna","negative"
"O número de casos de lesão corporal quadruplicou em 2000-2006.","negative"
"Deutsche Bank rebaixou Starbucks Co. $ SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa","negative"
"Além disso, as vendas de automóveis novos de passageiros e de veículos comerciais ligeiros no país diminuíram 5,4% em termos anuais no mês passado.","negative"
"O prejuízo antes de impostos da empresa de navegação finlandesa Finnlines totalizou 6,5 milhões de euros no terceiro trimestre de 2009 , em comparação com um lucro de 0,3 milhões de euros no terceiro trimestre de 2008 .","negative"
"18 de março de 2010 Um vazamento no tanque de gesso foi detectado hoje na mina Talvivaara.","negative"
"As demissões temporárias, afetando toda a força de trabalho, também serão implementadas.","negative"
"A imobiliária registou um prejuízo líquido de +ó x201a -¼ 59,3 milhões +ó x201a -¼ 0,21 por ação, em comparação com um lucro líquido de +ó x201a -¼ 31 milhões +ó x201a -¼ 0,11 por ação no trimestre correspondente de 2007.","negative"
"A peer Peugeot caiu 0,81 por cento, uma vez que as suas vendas aumentaram apenas 6,3 por cento em relação ao mesmo período do ano passado.","negative"
"As vendas líquidas do Talentum em setembro foram menores do que o esperado.","negative"
"O diretor executivo da ArcelorMittal, Lakshmi Mittal, já cortou a saída em alguns fornos.","negative"
"G4S desliza devido a preocupações com balanço patrimonial","negative"
"O prejuízo operacional do grupo foi de 0,8 milhões de euros , abaixo dos lucros de 2,5 milhões de euros em 2004 .","negative"
"Deutsche Bank rebaixa Starbucks por causa do novo programa de fidelidade https://t.co/Iy4LCUGABc $SBUX","negative"
"A YIT apresentou reconvenções contra a Neste Oil num total de cerca de 25 milhões de euros, principalmente com base no trabalho realizado ao abrigo do contrato e nos custos adicionais incorridos devido ao prolongamento do projecto.","negative"
"As vendas na Finlândia diminuíram 2,0 % e as vendas internacionais diminuíram 9,3 % em termos de euros e 15,1 % em termos de moedas locais.","negative"
"A perda operacional totalizou 3,2 milhões de euros, em comparação com um lucro de 7,2 milhões de euros no terceiro trimestre de 2008.","negative"
"$ AAPL Fundo de curto prazo/liquidações de resgate. Deve ter o canal em breve e em pé de igualdade.US $ 520 é um novo piso em julho!:)","negative"
"$ Hpq diz que o rompimento custará bilhões, mas vê economias também http://stks.co/p27hz","negative"
"O fluxo de caixa operacional após investimentos totalizou 61,3 milhões de euros em comparação com 75,3 milhões de euros no período correspondente em 2007 .","negative"
"Os pequenos investidores manifestaram receios de que as acções acabem nas mãos de investidores de risco.","negative"
"A companhia aérea estimou que o cancelamento dos seus voos devido ao encerramento do espaço aéreo europeu e o processo de recomeço do tráfego causaram à empresa uma perda de 20 milhões de euros, incluindo os custos de alojamento dos passageiros retidos.","negative"
"De acordo com o registo comercial da Letónia , a Uponor Letónia fechou no vermelho com LVL 99 000 EUR 139 538,17 USD 194 556,48 num volume de negócios de LVL 2 346 milhões em 2009 .","negative"
"Tullow Oil suspende dividendos em meio à queda do preço do petróleo","negative"
"O lucro operacional totalizou 9,6 milhões de euros, abaixo dos 42,0 milhões de euros do ano anterior.","negative"
"$SPY Amanhã é hora da festa dos Bears!! $GOOG e $MSFT -5,5%","negative"
"Acabei de encontrar este gráfico incrível - $OFIX - santo guacamole. SUPER sobrecomprado. http://stks.co/e0PX1","negative"
"O lucro lÃ­quido da Orion no terceiro trimestre de 2007 diminuiu para 36,5 milhÃµes de euros (US$ 52,1 milhÃµes) de 40,3 milhÃµes de euros (US$ 57,5 âeurosâeurosmilhÃµes) um ano antes.","negative"
"A fábrica Kyro da finlandesa M-real está iniciando negociações para cortar funcionários.","negative"
"As vendas do período caíram para EUR30,6 m de 38,3 m, de acordo com o relatório intermediário, divulgado hoje.","negative"
"$ MCP rolando para um novo baixo intradiário.Os seleiros inferiores continuam sendo destruídos","negative"
"O lucro operacional diminuiu para 16 milhões de euros, de 21,1 milhões de euros em 2008.","negative"
"Ãeuross 12h59, o Ã?ndice OMX Helsinque 25 foi de 0,32 PCT menor em 2.694,81.","negative"
"O desenvolvedor de software de varejo finlandês Aldata Solution OYJ registrou uma perda líquida de 11,7 mln euros $ 17,2 mln para 2007 versus um lucro líquido de 2,5 mln euros $ 3,7 mln para 2006.","negative"
"O resultado operacional para o período de 12 meses diminuiu com o lucro de EUR0 0,4 m, enquanto a rotatividade diminuiu de 5,6 m, em comparação com 2004.","negative"
"O fornecimento de liquidez foi interrompido em 11 de maio de 2007, quando as ações do ASPOCOMP Group Oyj foram negociadas abaixo de 0,50 centavos (a liberação da Bolsa de Valores da Aspocomp 11.5.2007).","negative"
"Trancado em algumas opções de venda de $ FB para um bom ganho","negative"
"$ LULU #OUTLOOK #Q1 2013 #LOST RECEITA na faixa de US $ 12 milhões a US $ 17 milhões -não é bom","negative"
"VIVUS $VVUS bear raid em vigor. Estoque caiu 12%","negative"
"O belo grÃ¡fico do @gakrum mostra um canal descendente distinto, nÃ£o uma queda.. onde vocÃª vÃª o fundo? $ ESPIÃO .. $ 150? .. $ 130?","negative"
"A coleta de vendas da Tesco não é suficiente","negative"
"Rio Tinto oscila para prejuízo e abandona política de dividendos","negative"
"RT @stockdemons pensam que o curto aqui pode ser jogado, $ spy - reversão beta alta ... parece que vale a pena um tiro","negative"
"@Joerazorback Desta vez, acho que o $ AAPL perderá novamente.De um modo geral, o mercado está próximo quando todo mundo pensa que o mercado sobe apenas","negative"
"O prejuízo operacional antes de itens não recorrentes foi de EUR 0,9 milhões, em comparação com um lucro de EUR 11,5 milhões em 2008.","negative"
"``Essas incertezas obscurecem as perspectivas de longo prazo. ''","negative"
"O fabricante finlandês de produtos electrónicos Scanfil registou vendas líquidas de 52,2 milhões de euros no primeiro trimestre de 2007, abaixo dos 60,1 milhões de euros do ano anterior.","negative"
"Na Finlândia, o sindicato da equipe da OP-Pohjola está boicotando as tarefas de vendas de seguros do grupo porque a empresa se recusou a levar em consideração a venda de seguros na determinação dos salários.","negative"
"Um total de 140 empregos serão reduzidos na Siderúrgica Raahe.","negative"
"A coleta de vendas da Tesco não é suficiente","negative"
"As acções do Swedbank foram as mais atingidas pelos bancos suecos pela actual crise financeira internacional.","negative"
"O Trouble Brewing no Legal & General Group Plc e Aviva Plc?","negative"
"Morrisons enfrenta teste de vendas festivas","negative"
"O lucro líquido caiu quase metade para +é 5,5 milhões, de +é 9,4 milhões no final de 2007.","negative"
